,Timestamp,Srad,Tmax,Tmin,Vapr,Tdew,RHmax,RHmin,Wndsp,Rain,ETr,ETo,refET,Mesonet ET
0,2023-01-01,6.786792,1.2,-4.52,0.46904166666666663,-3.629583333333333,0.932,0.74,0.95125,0.0,0.66,0.61,0.4214491976077182,0.61
1,2023-01-02,2.926512,-1.51,-3.38,0.4663333333333333,-3.6804166666666664,0.962,0.862,2.3579166666666667,0.0,0.26,0.22,0.1954942810431972,0.22
2,2023-01-03,7.675704,0.59,-9.64,0.32895833333333335,-8.334583333333333,0.938,0.505,0.71375,1.01,0.77,0.6900000000000001,0.675494741863002,0.6900000000000001
3,2023-01-04,9.38628,-1.83,-16.88,0.227625,-13.447916666666666,0.918,0.635,0.6891666666666666,0.76,0.72,0.63,0.6020430017278686,0.63
4,2023-01-05,6.088896,-5.64,-19.18,0.19520833333333334,-15.170416666666666,0.886,0.671,0.7579166666666667,0.0,0.44,0.4,0.34773786159047226,0.4
5,2023-01-06,6.1636679999999995,3.65,-11.4,0.3634583333333334,-7.5370833333333325,0.881,0.584,0.7666666666666666,0.76,0.62,0.55,0.5036676683830454,0.55
6,2023-01-07,9.039528,3.53,-8.81,0.40604166666666663,-5.601666666666667,0.93,0.596,0.7079166666666666,0.0,0.8,0.71,0.6644209149241371,0.71
7,2023-01-08,7.549416,0.19,-13.73,0.309625,-9.539166666666667,0.924,0.714,0.5808333333333333,0.0,0.49000000000000005,0.5,0.42512905788846195,0.5
8,2023-01-09,7.694748000000001,2.5,-8.89,0.36000000000000004,-7.3125,0.823,0.584,1.2908333333333333,0.0,0.99,0.81,0.7593338335902853,0.81
9,2023-01-10,9.699767999999999,7.54,-8.01,0.41687500000000005,-5.390416666666667,0.911,0.502,1.1175,0.0,1.1300000000000001,0.99,0.931838846897794,0.99
10,2023-01-11,3.328992,1.47,-0.99,0.5477916666666667,-1.5079166666666666,0.946,0.812,1.8966666666666667,1.27,0.3,0.25,0.22513704816304728,0.25
11,2023-01-12,8.504892,-1.35,-8.98,0.38762499999999994,-6.290416666666666,0.951,0.87,0.6383333333333333,0.0,0.53,0.56,0.48674363945166293,0.56
12,2023-01-13,8.99262,2.15,-11.36,0.35770833333333335,-7.59625,0.914,0.617,0.41875,0.0,0.5900000000000001,0.5800000000000001,0.5560011066985469,0.5800000000000001
13,2023-01-14,9.548676,6.08,-6.87,0.47633333333333333,-3.5508333333333333,0.935,0.605,0.9333333333333332,0.0,1.02,0.9,0.8562228400533961,0.9
14,2023-01-15,4.188384,5.56,-4.87,0.4964583333333334,-2.8975000000000004,0.903,0.558,1.6616666666666668,0.0,0.84,0.65,0.612986664265475,0.65
15,2023-01-16,7.3548,1.78,-6.38,0.48770833333333335,-3.14875,0.956,0.781,0.5683333333333334,0.0,0.71,0.66,0.6175691214901529,0.66
16,2023-01-17,6.53022,-0.97,-6.7,0.4295,-4.840416666666667,0.959,0.775,2.0558333333333336,0.0,0.71,0.5800000000000001,0.5738447671795917,0.5800000000000001
